review,rating,date,bank,source,language,sentiment,identified_themes,dominant_topic
GOAT 🐐 🐐,5,2024-11-19,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
"Your app doesn't match your bank, the app is disaster, super slow. Please learn something from tele birr app.",1,2024-11-19,BANK OF ABYSSINIA,Google Play,om,1,Transaction Performance,Topic_2
Fast and reliable,5,2024-11-18,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
"The worst app update ever. Why would you include the ""developer option off"" thing here? Why do you care? It is my phone my money, right? That is the reason why I switched to other banks. So either turn it off or everyone will discontinue their business one by one.",1,2024-11-17,BANK OF ABYSSINIA,Google Play,om,-1,Feature Requests,Topic_5
Very good,5,2024-11-14,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_2
One of the poorest mobile banking system,1,2024-11-13,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_1
❤❤❤❤❤❤,5,2024-11-12,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_1
Oene,5,2024-11-12,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
i find it interesting specially in reciept downloading,1,2024-11-12,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_4
it good,5,2024-11-12,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_2
"This app crashes everytime, please fix it",1,2024-11-12,BANK OF ABYSSINIA,Google Play,om,1,Transaction Performance,Topic_4
አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,1,2024-11-12,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_4
I need a support the app is not working,5,2024-11-12,BANK OF ABYSSINIA,Google Play,om,1,Customer Support,Topic_2
Bast bank of ethiopia,5,2024-11-12,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_4
Good,5,2024-11-12,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_2
very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል ያሳፍራል።ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።,1,2024-11-12,BANK OF ABYSSINIA,Google Play,om,0,Transaction Performance,Topic_1
"thank you for your social services like, vertual banking, non touch ATM, Cadrless and withdrwal with out passbook...",5,2024-11-12,BANK OF ABYSSINIA,Google Play,om,1,Customer Support,Topic_1
The worst App i have never seen like this before,1,2024-11-12,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_5
Wweeeer,4,2024-11-12,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
Infinx,5,2024-11-12,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
Great service,5,2024-11-12,BANK OF ABYSSINIA,Google Play,om,1,Customer Support,Topic_2
👍,5,2024-11-11,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
This app is not available on all android versions and some times it is not functional.,1,2024-11-08,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_3
senayt Mesfin,4,2024-11-08,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
Bad app vety bad.,1,2024-11-07,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_5
Nice,5,2024-11-06,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_1
Abessnya Banke,5,2024-11-05,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
"The most useless app, I never expected such an irrelevant app from BOA. big shame!",1,2024-11-04,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_5
Okay,5,2024-11-03,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_4
Professional on banking app,5,2024-11-01,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_5
Has some nice interface but always freezes or slow to load .App developers please fix this issue.,3,2024-10-27,BANK OF ABYSSINIA,Google Play,om,1,"Transaction Performance, User Interface & Experience",Topic_2
አይሰራም አስተካክሉት,5,2024-10-26,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_3
Please try another because this app doesn't feet the need of this generation,1,2024-10-25,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_2
Good,4,2024-10-25,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_2
Fast transfer,5,2024-10-24,BANK OF ABYSSINIA,Google Play,om,0,Transaction Performance,Topic_4
"What's up I can't log in, what's wrong",5,2024-10-22,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_4
Amrumehamed,1,2024-10-21,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
Good,5,2024-10-19,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_2
"Nice to meet you my proud bank in Ethiopia.. I'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? I'm working a lot of international money.But i can't get direct in Ethiopia because of don't knowing the legal ways of getting money in Ethiopia please can I get and direct deposit with BoA please 🙏🙏🙏?",5,2024-10-18,BANK OF ABYSSINIA,Google Play,om,1,Customer Support,Topic_3
Very good,5,2024-10-18,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_2
ደደገነሐ,5,2024-10-15,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
"Terrible Bank Experience It’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. The app constantly crashes, services are limited, and every time I try to transfer money or load Telebirr, there’s a huge delay. I have to wait 5 days for failed transactions to be refunded! Even USSD is unreliable. They’ve put me in embarrassing situations countless times, and customer care never fixes anything. I’ve switched banks, and you should too!",1,2024-10-14,BANK OF ABYSSINIA,Google Play,om,-1,"Transaction Performance, Customer Support",Topic_4
A painfully slow banking app service. Please don't make it your choice!,1,2024-10-13,BANK OF ABYSSINIA,Google Play,om,-1,"Transaction Performance, Customer Support",Topic_2
Good App,4,2024-10-12,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_2
Best app to me,5,2024-10-11,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_5
BOA,5,2024-10-11,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_3
Abdulkadir,5,2024-10-11,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
Bad,1,2024-10-10,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_5
If it is possible I would gove0 star,1,2024-10-08,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_2
Nise mobile bankig,4,2024-10-05,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_5
Overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,4,2024-10-04,BANK OF ABYSSINIA,Google Play,om,1,Transaction Performance,Topic_4
Ok,5,2024-10-04,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_3
Just make it work please🤣 this is embarrassing for a bank of your size,1,2024-10-04,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_2
Update to the simplest way it requires the developer option on and off why this is,5,2024-10-04,BANK OF ABYSSINIA,Google Play,om,0,"User Interface & Experience, Feature Requests",Topic_3
"Stop telling me what to do with my phone, BOA. Why does your newly updated app keep asking me to disable the developer options? I’m not slowing down my phone just to use your God damn app. 🤮🤮🤮🤮",1,2024-10-04,BANK OF ABYSSINIA,Google Play,om,-1,"Transaction Performance, Feature Requests",Topic_3
I'm living out of country how may I download and use mobile banking? It asks me the Ethiopia phone number and I can't receive text to confirm because I'm out side the country. So please lete know if I can use while I'm outside the country. Thanks,1,2024-10-04,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_5
Good,3,2024-10-03,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_2
Worest app,1,2024-10-03,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
The worest app ever,1,2024-10-03,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
አሪፍ ነው በርቱልን,5,2024-10-03,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
Wwwerrr,5,2024-10-02,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
ጀማል ውቀቱ,5,2024-09-30,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
Great For Financial company,5,2024-09-30,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_1
Very easy to use,5,2024-09-30,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_4
The App's crash always.. Error.....,3,2024-09-27,BANK OF ABYSSINIA,Google Play,om,-1,Transaction Performance,Topic_5
This app is incredibly frustrating to use. It’s filled with issues that make it difficult to navigate and complete tasks efficiently. I’ve never encountered such a poorly designed banking application before. It needs significant improvements to enhance user experience. It deserves a vey low rating.,1,2024-09-26,BANK OF ABYSSINIA,Google Play,om,-1,"Account Access Issues, User Interface & Experience",Topic_2
nice,5,2024-09-26,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_1
Great UI and seamless UX. I love it!!,5,2024-09-25,BANK OF ABYSSINIA,Google Play,om,1,User Interface & Experience,Topic_1
That's too good application but try to add more alternatives and futures or possibilitys for your customers,3,2024-09-25,BANK OF ABYSSINIA,Google Play,om,1,Feature Requests,Topic_2
It's easy used to operate program and secured 👍👍,4,2024-09-25,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_4
I bought a mobile card on this app but I didn't receive it and it took my money and I didn't get my money back.,1,2024-09-21,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_5
Amazing,5,2024-09-19,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_4
Great app with great services,5,2024-09-19,BANK OF ABYSSINIA,Google Play,om,1,Customer Support,Topic_1
Yes active user,5,2024-09-17,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_1
Shameful,1,2024-09-17,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_1
The worest app ever made i would not recommende for no one,1,2024-09-16,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_1
Good application,5,2024-09-16,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_2
I like,5,2024-09-16,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_3
Good,5,2024-09-16,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_2
"How many hours should I wait after transferring money to telebirr, please do something about the transfer delay issue I need my money when ever.",1,2024-09-15,BANK OF ABYSSINIA,Google Play,om,0,Transaction Performance,Topic_5
"BOA is unreasonably holding and delaying transactions for more than a day, even transactions within the same bank itself. This is a huge gap that I observed in BOA mobile banking. I didn't experience this kind of challenge while having transactions in other banks' mobile banking platforms. After waiting so long, I called your customer support team and the response they gave me was ""it was the system that holds the transaction & will be released on working days"". This is not totally fair.",1,2024-09-15,BANK OF ABYSSINIA,Google Play,om,1,"Transaction Performance, Customer Support",Topic_2
የእርስዎን ተሞክሮ ይግለጹ (አማራጭ),5,2024-09-14,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
It's not working. It needs a big update. Can't you update the app quickly?,1,2024-09-14,BANK OF ABYSSINIA,Google Play,om,0,User Interface & Experience,Topic_3
"I am Aimohon Joel , It's can be Good for a Better Conversation in Time 🙂",3,2024-09-14,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_2
"Better app than most mobile apps, but why do I have to turn off developer option every time I wanna use the app?? It's annoying.",1,2024-09-13,BANK OF ABYSSINIA,Google Play,om,-1,Feature Requests,Topic_5
Bes and freindly app,5,2024-09-13,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_5
It doesn't work.,1,2024-09-12,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_2
"It say ""The request was not successful. please check device connectivity or try again"" why? One of the bank manager told me it is because of my phone's android version which is 9.1 It is ridiculous! Disappointing",1,2024-09-11,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_3
How to download or screenshot of payment receipt...what kinda worst app ever 🤮🤮🤢,1,2024-09-11,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_3
Good,5,2024-09-10,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_2
Smart technology,5,2024-09-10,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_4
Yegema app tish🪨,1,2024-09-08,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_5
Ok,5,2024-09-07,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_3
"This is not an appropriate app, i don't know how boa develops this app, i don't expect this much crazy and un confortable app form BOA, I'm soory!!!",1,2024-09-07,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_3
"Shockingly bad! Even when it decides to work, it's painfully slow and frustrating. Such a shame that it has become a stain on an extraordinary bank",1,2024-09-06,BANK OF ABYSSINIA,Google Play,om,-1,Transaction Performance,Topic_2
"It crashes frequently. It launches on Android 8.1 but I don't think it actually works on versions less than 10. If so, it shouldn't be available for download by such devices to begin with, like many other finance apps are not. It was so much better three months ago, upgrades should be for the better.",1,2024-09-06,BANK OF ABYSSINIA,Google Play,om,1,Transaction Performance,Topic_3
Awesome application. But lately its crashing everytime i opened it.,4,2024-09-05,BANK OF ABYSSINIA,Google Play,om,1,Transaction Performance,Topic_4
እጅም በጣም ደካማ አፕ ነው ሲፈልግ ይከፍታል ሲፈልግ አይከፍትም ከአዋሽ እና ንግድ ባንክ የመሳሰሉ ባንኮች ሲወዳደር ሞባይል ባንኪንግ App እጅግ የሚያበሳጭ ነው ለውጥ ያስፈልጋችኋል,1,2024-09-05,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
good,5,2024-09-05,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_2
Fast one,3,2024-09-04,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
Nice looking app but a terrible user experience.,1,2024-09-03,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_1
The worest MB app ever!!🙄,1,2024-09-02,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
Very good,5,2024-09-01,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_2
It is ok,5,2024-09-01,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_3
Plz fix the Apps ....screenshot lovation hide from glarey share botten not work😔😔,1,2024-08-30,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_3
Good,5,2024-08-30,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_2
Apollo's,1,2024-08-29,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_5
The worst experience ever,1,2024-08-29,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_5
Hussenaliumar,5,2024-08-29,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
Good,3,2024-08-28,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_2
Hi I have problem with this App BOA mobile I don't know what is wrong with this App I did many times download but it's sam doesn't work if sam like that this app way I have to be customer with them how I know my account and checking save The book is no Not enough alone,1,2024-08-28,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_3
It is not work for my device,5,2024-08-27,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_3
"I'm Sick and tiered of enabling and disabling Developer Option Everytime I use this app. maybe you know it maybe you dont, fix it please it's anoying",1,2024-08-26,BANK OF ABYSSINIA,Google Play,om,-1,Feature Requests,Topic_3
The worst app ever,1,2024-08-26,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_5
Good,5,2024-08-26,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_2
Betanya Gebre,3,2024-08-23,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
I dont recommand it to any one,1,2024-08-23,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_5
Good,5,2024-08-22,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_2
Excellent app,5,2024-08-21,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_1
"The application used to work well. But after updates I'm not able to use the forgot password feature, which is blocking me from accessing it as a whole.",1,2024-08-20,BANK OF ABYSSINIA,Google Play,om,-1,"Account Access Issues, Feature Requests",Topic_2
ትርሃስ,5,2024-08-19,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
Gio,4,2024-08-19,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
App isn't working,1,2024-08-18,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_2
Best app,5,2024-08-18,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_5
so far good but always it lugs,3,2024-08-17,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_2
Don't trust this bank and its service.,1,2024-08-16,BANK OF ABYSSINIA,Google Play,om,-1,Customer Support,Topic_4
"I can not open and use the application,please help me!",5,2024-08-15,BANK OF ABYSSINIA,Google Play,om,1,Customer Support,Topic_4
Horrible,1,2024-08-14,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_4
Mostly not working 😑,1,2024-08-14,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_3
Good,5,2024-08-13,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_2
Awesome 👌,5,2024-08-12,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_4
"Despite the enhanced technology you have, the application doesn't work properly, and it asks for the developer option to be turned off, fix that.",3,2024-08-12,BANK OF ABYSSINIA,Google Play,om,0,Feature Requests,Topic_2
Thank you,3,2024-08-12,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_3
Very poor app b/c highly slow to open the app,1,2024-08-12,BANK OF ABYSSINIA,Google Play,om,-1,Transaction Performance,Topic_2
Ok,5,2024-08-12,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_3
best,1,2024-08-12,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_5
Best app,5,2024-08-11,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_5
Wedi Tekle .,5,2024-08-11,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
Bad app📱👎👎👎,1,2024-08-11,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_5
Dura nan fayyadaman ture amma garuu naaf hojjechaa hin jiru maaf?,5,2024-08-11,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
Nice appp,5,2024-08-11,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_1
ሰላም አቢሲኒያዎች የሞባይል ባንኪንጋችሁ ተጠቃሚ ነኝ አገልግሎቱን ስላስጀመራችሁለን እናመሰግናለን። ነገር ግን አለፎ አልፎ የነበረው የማስፈንጠሪያው በአግባቡ አለመስራት አልፎ አልፎ ወደመስራት ተቀይሯል ድሮ እንደነበራችሁ እናውቃለን ዘንድሮም ብትኖሩልን እንመርጣለን *ከዘመን አንጉደል*,3,2024-08-10,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
Gooood app my dear,5,2024-08-10,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_2
Harun tamam galanaa,3,2024-08-09,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
"A total disaster of an app. Always offline, never works, it's embarassing. I've lost hope and taken my business to a competitor",1,2024-08-08,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_2
Gamebela,1,2024-08-08,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
so poor app to use can't start up when open the app,1,2024-08-08,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_2
"This app takes too long time to be opened. And even it is not working simply as other banks application. Why this app does not give a digital invoice. Even, I am not able to find where the screeshot is kept after transaction. So, please the developer should fix all these.",1,2024-08-07,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_2
Good job,5,2024-08-07,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_2
"Worst app ever, not user friendly, even doesn't serve basic functionality correctly, takes to much time to login and navigate through the app, we expected more from this bank",1,2024-08-07,BANK OF ABYSSINIA,Google Play,om,-1,"Account Access Issues, Feature Requests",Topic_2
good,3,2024-08-07,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_2
Good,5,2024-08-07,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_2
Bad app .,1,2024-08-06,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_5
"I mean how could a big financial company like this, be this much irresponsible to release this app? You should be ashamed!",1,2024-08-06,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_5
Review,5,2024-08-06,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
Goood,4,2024-08-06,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
Ok,5,2024-08-06,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_3
👎👎👎👎👎👎👎👎👎,1,2024-08-06,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
Is it necessary to switch off developer options every time to use mobile banking?🤔🤔😡😡😡,1,2024-08-04,BANK OF ABYSSINIA,Google Play,om,0,Feature Requests,Topic_2
The previous version is better it doesn't work,1,2024-08-04,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_2
"I don't know what is wrong with BOA as a bank in general. It's been going backwards since last year or so. The app is a disaster to use in every possible way. Not stable to log in and very slow to perform transactions, couldn't take a screenshot (or can't even find the pictures even using its save screenshot option). Most of the time, it fails to perform transactions and so on. Simply, it's the worst!",1,2024-08-03,BANK OF ABYSSINIA,Google Play,om,-1,"Transaction Performance, Feature Requests",Topic_2
ok,5,2024-08-03,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_3
Nice,5,2024-08-03,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_1
"Take some note from CBE mobile banking app, it's the best banking app currently take some note and improve ur app . Sometimes u have to learn from the bests 🙌",1,2024-08-03,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_5
Great,5,2024-08-03,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_1
It's a useless app,1,2024-08-02,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_5
"It's not working as it was , so much need to improve, it was the best but not anymore",2,2024-08-01,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_2
Poor network,1,2024-08-01,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_3
Not yet completely working this App. i don't know when is it will be working properly! Its Sad!!!,1,2024-07-31,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_3
The app does not open sometimes it says coonection issue which i dont have and after it opens it has bugs while using its not smooth to work with please improve it,1,2024-07-31,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_2
"It's not working totally, what a useless app is it,",1,2024-07-31,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_2
"This app has become the most troubling every day. It doesn't work. I love the bank, and I hate the app",1,2024-07-31,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_2
this is so disappointing app 😞,1,2024-07-31,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_2
አቢስኒያ የሁሉም ምርጫ,5,2024-07-29,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
Ok,5,2024-07-29,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_3
Nays,5,2024-07-28,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
The worst app,1,2024-07-28,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_5
it can't even open and only display error messages,1,2024-07-27,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_2
not active,1,2024-07-27,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_3
To get good quality,5,2024-07-27,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_2
አይሰራም እኮ ምንድን ነው ችግሩ?,1,2024-07-26,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
uselss app dont download,1,2024-07-26,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_5
"Is this app fake i try it not working it say please try again later, unable to make transactions what is the purpose of this app . If it is not working delete it",1,2024-07-25,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_3
"This app didn't work. They have a new version (new app) but still not compatible with my Samsung S8+ , which is v.funny.",1,2024-07-25,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_3
Corrupted and poor app,1,2024-07-24,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_2
Good,1,2024-07-24,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_2
When I try to use the application it says 'developer setting should be off' where is the setting to off this play Still doesn't work for me,3,2024-07-24,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_2
Nice,5,2024-07-24,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_1
FIX YOUR Apollo!! You guys where the best 👌,1,2024-07-23,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_5
Always slow and doesn't work on weekends if you are in a rush or a merchant this app is not for you,1,2024-07-23,BANK OF ABYSSINIA,Google Play,om,0,Transaction Performance,Topic_2
"It's very difficult to use the user, app,ones dawenload the user can't operate well , no one can help me,",1,2024-07-23,BANK OF ABYSSINIA,Google Play,om,-1,Customer Support,Topic_1
Poor application. It turned off by itself,1,2024-07-23,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_2
Okay,5,2024-07-23,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_4
Allowed,5,2024-07-23,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_5
It usually crashes and the reason it gives is a problem on internet connection although the internet was fine.,1,2024-07-23,BANK OF ABYSSINIA,Google Play,om,-1,Transaction Performance,Topic_3
we want international mobile banking,1,2024-07-22,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_2
"screenshot isn't working, Please modify it",2,2024-07-22,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_3
Naziriet measho 89160437,1,2024-07-22,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
Ahmed Mohammed husen,3,2024-07-21,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
Is not working both this one and apollo did u make it better pls am gonne stop using this bank because of the mobile banking,1,2024-07-19,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_2
I have experiance,5,2024-07-19,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
The App is not working on Android 9.1 at all. It shows an error notification and forcefully closes the app. Must be fixed ASAP.,1,2024-07-19,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_2
Wow,5,2024-07-19,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_3
Crashes very frequently is not stable overall need improvement such a huge bank needs a better app than the current one,1,2024-07-19,BANK OF ABYSSINIA,Google Play,om,1,Transaction Performance,Topic_4
ርይርፍ,3,2024-07-19,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
The previous application is much better than this one,1,2024-07-18,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_2
"Worst app. It is wise to invest money and you can make it like CBE app. Even the incon has no image. My app has better UI than yours. So, please invest more and hire professional developer companies and improve it.",1,2024-07-18,BANK OF ABYSSINIA,Google Play,om,1,User Interface & Experience,Topic_5
mal,5,2024-07-16,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
It is not working at all,1,2024-07-16,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_3
Excellent,5,2024-07-16,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_1
The poorest mobile banking survice ever. Only error reports frequently,1,2024-07-16,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_1
Wow,5,2024-07-16,BANK OF ABYSSINIA,Google Play,om,1,Other,Topic_3
😞😞😞😞,1,2024-07-16,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_1
😡😡😡😡😡😡😡,1,2024-07-15,BANK OF ABYSSINIA,Google Play,om,0,Other,Topic_1
The worst banking app,1,2024-07-15,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_5
The app is constantly crashing and freezing when to send to BOA customers' accounts.,1,2024-07-15,BANK OF ABYSSINIA,Google Play,om,-1,Transaction Performance,Topic_4
No work app,5,2024-07-15,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_2
Is ok but stop sundenly,5,2024-07-15,BANK OF ABYSSINIA,Google Play,om,-1,Other,Topic_3
